,AndreaBocelli
4428,1466357795415019521
4429,3314487395
4430,1271072849042776064
4431,1447068809953779717
4432,30239068
4433,1322880040896483328
4434,1403738107799801856
4435,1241709129909047296
4436,1269264927128256512
4437,936631357177868288
4438,1394439069262823431
4439,187319781
4440,794957329
4441,590997459
4442,1460918287336833024
4443,590284616
4444,41039751
4445,1324176160809488384
4446,2325976530
4447,1460799123762864129
4448,379534833
4449,879161563
4450,2359063041
4451,1168885772432416769
4452,1346963112801357825
4453,1208431605070663681
4454,214084389
4455,2780032322
4456,257755865
4457,835562506781405184
4458,3294167841
4459,889589208729440257
4460,4075901241
4461,1465363798970228740
4462,991772107
4463,3177351239
4464,1469678603629740042
4465,487564419
4466,730664299153231872
4467,1465005225090056193
4468,1311822810101305345
4469,1463451936674304003
4470,71685620
4471,1084832710462455809
4472,15584967
4473,1469454751297413125
4474,3032752281
4475,1469374211210764294
4476,273782465
4477,1370705062335483904
4478,1358893037674500097
4479,1415827161731186690
4480,1468352173264506880
4481,1324446698551283713
4482,1423171443328696320
4483,1468203764599431173
4484,4798314621
4485,55734778
4486,716825263
4487,2217207002
4488,864486354096357378
4489,914053246070722560
4490,1170379118535467010
4491,716927914239889409
4492,1469123346138755078
4493,752108706
4494,293053988
4495,323575979
4496,1469154747739516929
4497,1456448511411695627
4498,22079660
4499,989926853057171456
4500,60450299
4501,32206198
4502,293711546
4503,1418168372848644100
4504,3735192380
4505,3937406775
4506,42017751
4507,2883943447
4508,1468944368551833609
4509,866838415869972480
4510,208034728
4511,106925033
4512,1379393620780871687
4513,458034797
4514,1459403634437984257
4515,1451877527673192450
4516,2244038251
4517,1279555941042515969
4518,3028068890
4519,707933345309589506
4520,66698353
4521,20289534
4522,966016996147113985
4523,924641016283529217
4524,299405318
4525,20713003
4526,31043134
4527,165607386
4528,1462578446928859145
4529,1468735309877850113
4530,1432394451469619204
4531,1444314984993918976
4532,2500321690
4533,1708172226
4534,243697957
4535,976434597192871936
4536,825586001552764928
4537,1461857219281051654
4538,1467575321243312131
4539,890870808620527616
4540,187515013
4541,1392567443185410052
4542,1461207016467308547
4543,1113042471569813504
4544,1439916085570985984
4545,1452517606917910534
4546,1468522055708848133
4547,1465214085604143104
4548,921502869236473857
4549,1293120676921061376
4550,1651547504
4551,37075298
4552,1468406382164541441
4553,1348457444633153540
4554,775145576975339521
4555,1054025873224024065
4556,1392793110694989824
4557,1468340977735987204
4558,1468341356724912128
4559,1464317321712128000
4560,1468274503801356289
4561,1467197358760996866
4562,1468223011262140416
4563,1443204775563124741
4564,36984672
4565,2308232833
4566,1158105382851620865
4567,1358903328638394369
4568,1468128793948737544
4569,1426529378402455554
4570,1462854450381426692
4571,1424484753240174597
4572,865409871876833281
4573,49196867
4574,1050361805976031232
4575,87109452
4576,1194762709725859843
4577,1467902340254601232
4578,1175101162695090176
4579,184226456
4580,1366946843691806722
4581,19678117
4582,1348416773843013635
4583,3323773450
4584,3238214058
4585,1269689978646179842
4586,1465538304326184966
4587,1055818695254126593
4588,1665841028
4589,818836740605677570
4590,1042046686808428551
4591,169247979
4592,32549116
4593,1466904979814465539
4594,1464320460162834438
4595,1467623088741355520
4596,1127433840530743297
4597,192335973
4598,1467555372365983749
4599,259710272
4600,1464970865389539330
4601,1465807630807490566
4602,1465919157657128964
4603,1326712453200302080
4604,1467024846529904644
4605,296240442
4606,459777106
4607,1454678598191751171
4608,390547584
4609,1833477817
4610,378794974
4611,1978750338
4612,1467180868846370817
4613,2458299737
4614,554619085
4615,1428596517544337410
4616,1091081198317621248
4617,96280895
4618,1272855438
4619,1290431509753724928
4620,1465511161076539401
4621,20277918
4622,1449661633039638532
4623,806229779053735937
4624,1362130585
4625,2174580064
4626,280244583
4627,132477098
4628,1467199998886621186
4629,1467066263906234371
4630,1467187854405214220
4631,92346749
4632,1384232309432360968
4633,1061779871507070980
4634,1467118986689224711
4635,1223310610009657344
4636,1440889272
4637,1288517510153658368
4638,898786496643309568
4639,1030211111927382017
4640,1467009331514286086
4641,2474141190
4642,341704542
4643,583302277
4644,318268977
4645,1466642012262731777
4646,1337761277331038208
4647,920260875918938113
4648,823242708194095104
4649,1462705169011916802
4650,1361233670368088066
4651,1351651309578018818
4652,1163009285443530753
4653,1464006999612575746
4654,1249050398792519683
4655,275218718
4656,1249493633037815808
4657,1696425770
4658,1447249500087754764
4659,1353259021105459200
4660,1466706922053279749
4661,1464007417398767622
4662,720093930906349568
4663,1466347465033060361
4664,1466596822084984839
4665,884782634567684096
4666,1466553117516906498
4667,321571617
4668,1466599860010987524
4669,126986320
4670,1431683320031612930
4671,1375568817619886083
4672,1242216001
4673,1466478898464669699
4674,1466405259488735233
4675,155778566
4676,1466511489741864962
4677,1182356693444898817
4678,894057493
4679,1460829399326937088
4680,2540042302
4681,1392186065226715138
4682,270091352
4683,1082849300
4684,756207243457024000
4685,1277933396497510400
4686,1030713613911293952
4687,1170062522
4688,1263436312260075520
4689,402867747
4690,1399072801361993731
4691,1267966679188832256
4692,2212702705
4693,1343281549
4694,1292521565213667328
4695,1374029371095257098
4696,1463587998499540999
4697,623231444
4698,1466183241480691714
4699,1060638794427310080
4700,880603040637530112
4701,1459175299732717571
4702,1459270865808412692
4703,1024743077292986368
4704,1350510792844713990
4705,995468491
4706,1466052199616819204
4707,1338550283065061376
4708,178482513
4709,1249914361734254592
4710,1148248814136045579
4711,1451740749947670530
4712,168603500
4713,1466062512445607939
4714,970750382568890369
4715,1466050454060736516
4716,81405560
4717,1166757534276968448
4718,743827829528367104
4719,1465897054224457732
4720,945527073417977856
4721,28938561
4722,1215321432294658051
4723,1158903569896157185
4724,90145161
4725,1338908795204849664
4726,1002592002901409798
4727,1295615689651294208
4728,2272730874
4729,69955930
4730,1347246282239320067
4731,1082067460004691970
4732,1298793798676500481
4733,825365827742478336
4734,999251184
4735,1465518301635915777
4736,1281165361321259008
4737,1444048510865838080
4738,1086256108795179008
4739,1465441267949703178
4740,1248289148315860993
4741,777503262425612288
4742,3302056378
4743,332892600
4744,1465411565767860240
4745,1421970145359110152
4746,1427960650551242760
4747,1320419156370591747
4748,1120395372000624646
4749,1465217499654279168
4750,1433350912630738947
4751,1656595116
4752,734459456256409600
4753,20082577
4754,19195120
4755,1170804106786557952
4756,826834490676936708
4757,1035265873
4758,913112359106940928
4759,1242856730347868160
4760,577557862
4761,1356033976977281029
4762,935263772209446912
4763,1465067346238840832
4764,1244245160923365376
4765,1380846674319392776
4766,1464710767564013573
4767,1449057028643622918
4768,1432409180573417475
4769,1288097527531593729
4770,933226778285416448
4771,4215861029
4772,1463533823111491590
4773,1455403465258188803
4774,1377116635241148417
4775,1446319781901000711
4776,94627854
4777,1458596610531807235
4778,33090625
4779,1464362856250552320
4780,2481758218
4781,1462635689762332673
4782,30546445
4783,1366726638843682823
4784,1202980996058165251
4785,1464658864968773641
4786,1253415120631259136
4787,1322922674658553856
4788,1430702926670991365
4789,1350109726294614031
4790,1463873853759926275
4791,1464578739724038144
4792,2916034585
4793,797874753864339456
4794,1447872275638796291
4795,1461772637248663560
4796,440528062
4797,1464451824451461126
4798,1365223165
4799,245182726
4800,1214038318611976192
4801,858055467355877376
4802,1464407352795447296
4803,1249882785558364161
4804,705861633206255616
4805,756654448730976256
4806,102248025
4807,1422250363055316997
4808,1464297569518030850
4809,1397017916726513666
4810,1432580139263660034
4811,371791762
4812,711254869
4813,1454199233196662787
4814,109960550
4815,760670437
4816,1003083993322057728
4817,1454255147559919621
4818,973969364541112321
4819,1458677811846135814
4820,1446770301732261892
4821,1399563319640461312
4822,723581442924515328
4823,842726150
4824,1422202231198265347
4825,3161703589
4826,911010600741953536
4827,1347657116673196033
4828,1161679063511158785
4829,1464002887311405060
4830,2803792532
4831,4072327933
4832,2242606254
4833,1463979198687682563
4834,1461544573566599172
4835,161969350
4836,1165226000248127488
4837,403854825
4838,1078969657414037507
4839,1459908552454246404
4840,883529982
4841,16207775
4842,1437482248052396041
4843,1194003150564417538
4844,1094404820
4845,1666854895
4846,1463174276031279104
4847,1395746916252667910
4848,1338938576705376256
4849,1351589759525789696
4850,1429551282990329856
4851,954115248226750472
4852,25335838
4853,908469293662208000
4854,1383530479912062983
4855,1458559574282313731
4856,1342663109744480256
4857,228818912
4858,1234678838925365248
4859,1341341165614981121
4860,175636733
4861,1412752750862123010
4862,154580565
4863,3037037897
4864,910558948880662528
4865,2782905132
4866,257346243
4867,1463351389585690624
4868,1457433520499052553
4869,1086476047137366016
4870,347636496
4871,3375187685
4872,1463265044943159297
4873,1073430868071538688
4874,1456954560958902275
4875,1463192056659120129
4876,2737966824
4877,1463163377539162112
4878,1460611293291888640
4879,1099241236521799681
4880,4838645027
4881,1447388343386451969
4882,1438619274340339720
4883,730192009391017984
4884,284490628
4885,1412202140026785798
4886,1462873922810957825
4887,66275194
4888,1262771835361353728
4889,1417801083632619522
4890,1459961239027728388
4891,1462848287778779136
4892,1462811788160946192
4893,1371113827790622720
4894,21184092
4895,1461159315725824002
4896,1455654417211039750
4897,1433217400476889091
4898,1462641851450552320
4899,1212281373538406400
4900,1462329233364164609
4901,1415928374061674496
4902,1462235110011551744
4903,23362179
4904,1462587477676412936
4905,781693258984525824
4906,1210934530552426501
4907,1462578316225953793
4908,1299108055557255169
4909,1305155791
4910,326698411
4911,1462507822843842560
4912,1312131154426945537
4913,1462479587280097282
4914,1154431848883183616
4915,1462469217467437057
4916,1379583757406064643
4917,294749206
4918,988152378070315008
4919,1145970985344147456
4920,1459925575926222857
4921,1225488258987151366
4922,1446929198636048387
4923,528877170
4924,1461216960570703879
4925,1094396442079158272
4926,2868218740
4927,949890602820341766
4928,63254530
4929,825481473440387074
4930,1457439651577348097
4931,1462103773908807689
4932,1461989763767021568
4933,1462153634934931460
4934,18903387
4935,1457653093022248961
4936,1461790597925285895
4937,1462063855526420481
4938,1461662458121269249
4939,1449421482556370944
4940,1243099891703918592
4941,3228410346
4942,1424035079752404993
4943,1459016965243219973
4944,1427850111804231689
4945,1303182940201840646
4946,1455662741998477313
4947,1388246719645855746
4948,1223491822388940802
4949,1124489566289842176
4950,1461434196585500674
4951,85798894
4952,1003453891
4953,1455430814125199360
4954,1262074317090758656
4955,2533366157
4956,78254752
4957,1461481869934006272
4958,1375928999122206727
4959,1459599679054827521
4960,1461416637547098118
4961,913453968
4962,1461390291127181317
4963,1448605823542890500
4964,46719512
4965,1459652698609963009
4966,818460628893519872
4967,3020390782
4968,717807409
4969,197851162
4970,1407706169020461057
4971,1460691452208549895
4972,1159370200384335872
4973,2871379782
4974,4479971779
4975,1419614042579247105
4976,1173869784150269952
4977,769649139781029888
4978,1460737062215241728
4979,1459657847944450048
4980,1460781095688056836
4981,1059826773683249152
4982,1041741728779264000
4983,1461024033168896009
4984,1461002672920829955
4985,1425912135465553920
4986,4554022152
4987,1252709579403808778
4988,1460933136812896262
4989,2476731236
4990,1460845762594680836
4991,1416986625318346752
4992,2181178181
4993,1460841055293558785
4994,4195296863
4995,1427165123710423042
4996,957324622940200960
4997,343237606
4998,231466689
4999,1457456258592694275
